Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
6/23/23,6/23/23,6/26/23,CRWD,CRWD 6/30/2023 Put $140.00,STO,2,$1.66 ,$331.98 
6/23/23,6/23/23,6/26/23,META,META 6/30/2023 Put $282.50,BTO,7,$4.54 ,"($3,178.00)"
6/23/23,6/23/23,6/26/23,META,META 6/30/2023 Put $285.00,STO,7,$5.79 ,"$4,052.94 "
6/23/23,6/23/23,6/26/23,COIN,COIN 6/30/2023 Call $55.00,STO,10,$3.46 ,"$3,459.95 "
6/23/23,6/23/23,6/26/23,COIN,COIN 6/30/2023 Call $58.00,BTO,10,$2.11 ,"($2,110.00)"
6/23/23,6/23/23,6/26/23,,ACH Withdrawal,ACH,,,($142.01)
6/23/23,6/23/23,6/26/23,AI,AI 6/23/2023 Put $38.00,BTC,3,$3.65 ,"($1,095.00)"
6/23/23,6/23/23,6/26/23,AI,AI 6/23/2023 Put $37.50,STC,3,$3.15 ,$944.98 
6/23/23,6/23/23,6/26/23,AI,AI 6/23/2023 Put $38.00,BTC,1,$4.06 ,($406.00)
6/23/23,6/23/23,6/26/23,AI,AI 6/23/2023 Put $37.50,STC,1,$3.58 ,$357.98 
6/23/23,6/23/23,6/26/23,AI,AI 6/23/2023 Put $38.00,BTC,1,$4.00 ,($400.00)
6/23/23,6/23/23,6/26/23,AI,AI 6/23/2023 Put $37.50,STC,1,$3.50 ,$349.98 
6/23/23,6/23/23,6/26/23,ADBE,ADBE 6/23/2023 Put $480.00,BTC,1,$5.21 ,($521.00)
6/23/23,6/23/23,6/26/23,ADBE,ADBE 6/23/2023 Put $475.00,STC,1,$2.11 ,$210.98 
6/23/23,6/23/23,6/26/23,ADBE,ADBE 6/23/2023 Put $465.00,STC,16,$0.23 ,$367.95 
6/23/23,6/23/23,6/26/23,ADBE,ADBE 6/23/2023 Put $470.00,BTC,4,$0.73 ,($292.00)
6/23/23,6/23/23,6/26/23,ADBE,ADBE 6/23/2023 Put $470.00,BTC,16,$0.73 ,"($1,168.00)"
6/23/23,6/23/23,6/26/23,ADBE,ADBE 6/23/2023 Put $465.00,STC,4,$0.23 ,$91.98 
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/30/2023 Put $240.00,STC,1,$2.54 ,$253.98 
6/23/23,6/23/23,6/26/23,TSLA,TSLA 6/23/2023 Put $255.00,BTC,1,$2.40 ,($240.00)
6/23/23,6/23/23,6/26/23,AMD,AMD 6/23/2023 Put $112.00,BTC,1,$3.05 ,($305.00)
6/23/23,6/23/23,6/26/23,AMD,AMD 6/30/2023 Put $107.00,STC,1,$1.81 ,$180.98 
6/22/23,6/22/23,6/23/23,CRWD,CRWD 6/23/2023 Put $140.00,BTC,3,$0.24 ,($72.00)
6/22/23,6/22/23,6/23/23,CRWD,CRWD 6/23/2023 Put $139.00,STC,3,$0.15 ,$44.98 
6/22/23,6/22/23,6/23/23,ADBE,ADBE 6/23/2023 Put $465.00,BTO,5,$0.72 ,($360.00)
6/22/23,6/22/23,6/23/23,ADBE,ADBE 6/23/2023 Put $465.00,BTO,15,$0.69 ,"($1,035.00)"
6/22/23,6/22/23,6/23/23,ADBE,ADBE 6/23/2023 Put $470.00,STO,5,$1.47 ,$734.98 
6/22/23,6/22/23,6/23/23,ADBE,ADBE 6/23/2023 Put $470.00,STO,15,$1.44 ,"$2,159.94 "
6/21/23,6/21/23,6/22/23,AI,AI 6/23/2023 Put $38.00,STO,5,$1.35 ,$674.98 
6/21/23,6/21/23,6/22/23,AI,AI 6/23/2023 Put $37.50,BTO,5,$1.15 ,($575.00)
6/21/23,6/21/23,6/22/23,CRWD,CRWD 6/23/2023 Put $140.00,STO,3,$0.59 ,$176.98 
6/21/23,6/21/23,6/22/23,CRWD,CRWD 6/23/2023 Put $139.00,BTO,3,$0.44 ,($132.00)
6/21/23,6/21/23,6/22/23,AMD,AMD 6/23/2023 Put $112.00,STO,1,$1.29 ,$128.98 
6/21/23,6/21/23,6/22/23,AMD,AMD 6/30/2023 Put $107.00,BTO,1,$0.96 ,($96.00)
6/21/23,6/21/23,6/22/23,TSLA,TSLA 6/23/2023 Put $255.00,STO,1,$3.20 ,$319.98 
6/21/23,6/21/23,6/22/23,TSLA,TSLA 6/30/2023 Put $240.00,BTO,1,$2.90 ,($290.00)
6/21/23,6/21/23,6/22/23,ADBE,ADBE 6/23/2023 Put $480.00,STO,1,$6.40 ,$639.98 
6/21/23,6/21/23,6/22/23,ADBE,ADBE 6/23/2023 Put $475.00,BTO,1,$4.00 ,($400.00)
6/21/23,6/21/23,6/22/23,COIN,COIN 6/23/2023 Call $50.00,BTC,1,$7.89 ,($789.00)
6/21/23,6/21/23,6/22/23,COIN,COIN 6/30/2023 Call $56.00,STC,1,$4.04 ,$403.98 
6/21/23,6/21/23,6/22/23,TSLA,TSLA 6/23/2023 Put $250.00,STC,12,$1.10 ,"$1,319.95 "
6/21/23,6/21/23,6/22/23,TSLA,TSLA 6/23/2023 Put $250.00,STC,93,$1.10 ,"$10,229.68 "
6/21/23,6/21/23,6/22/23,TSLA,TSLA 6/23/2023 Put $250.00,BTO,105,$0.80 ,"($8,400.00)"
6/21/23,6/21/23,6/22/23,NVDA,NVDA 6/30/2023 Put $415.00,STC,1,$6.90 ,$689.98 
6/21/23,6/21/23,6/22/23,NVDA,NVDA 6/23/2023 Put $430.00,BTC,1,$8.93 ,($893.00)
6/21/23,6/21/23,6/22/23,CRWD,CRWD 6/23/2023 Put $150.00,BTC,25,$3.97 ,"($9,925.00)"
6/21/23,6/21/23,6/22/23,CRWD,CRWD 6/23/2023 Put $149.00,STC,25,$3.27 ,"$8,174.87 "
6/21/23,6/21/23,6/22/23,ADBE,ADBE 6/30/2023 Put $465.00,STC,3,$2.89 ,$866.98 
6/21/23,6/21/23,6/22/23,ADBE,ADBE 6/23/2023 Put $480.00,BTC,2,$2.87 ,($574.00)
6/21/23,6/21/23,6/22/23,ADBE,ADBE 6/23/2023 Put $480.00,BTC,1,$2.87 ,($287.00)
6/20/23,6/20/23,6/21/23,COIN,COIN 6/23/2023 Call $50.00,BTC,1,$7.89 ,($789.00)
6/20/23,6/20/23,6/21/23,COIN,COIN 6/30/2023 Call $56.00,STC,1,$4.19 ,$418.98 
6/20/23,6/20/23,6/21/23,CRWD,CRWD 6/23/2023 Put $150.00,STO,2,$1.86 ,$371.98 
6/20/23,6/20/23,6/21/23,CRWD,CRWD 6/23/2023 Put $150.00,STO,23,$1.88 ,"$4,323.90 "
6/20/23,6/20/23,6/21/23,CRWD,CRWD 6/23/2023 Put $149.00,BTO,2,$1.49 ,($298.00)
6/20/23,6/20/23,6/21/23,CRWD,CRWD 6/23/2023 Put $149.00,BTO,23,$1.50 ,"($3,450.00)"
6/20/23,6/20/23,6/21/23,ADBE,ADBE 6/23/2023 Put $480.00,STO,3,$5.50 ,"$1,649.97 "
6/20/23,6/20/23,6/21/23,ADBE,ADBE 6/30/2023 Put $465.00,BTO,3,$4.15 ,"($1,245.00)"
6/20/23,6/20/23,6/21/23,NVDA,NVDA 6/30/2023 Put $415.00,BTO,1,$5.73 ,($573.00)
6/20/23,6/20/23,6/21/23,NVDA,NVDA 6/23/2023 Put $430.00,STO,1,$7.01 ,$700.98 
6/20/23,6/20/23,6/21/23,AMD,AMD 6/23/2023 Call $120.00,STC,45,$1.81 ,"$8,144.82 "
6/20/23,6/20/23,6/21/23,AMD,AMD 6/23/2023 Call $120.00,BTO,40,$1.93 ,"($7,720.00)"
6/20/23,6/20/23,6/21/23,AMD,AMD 6/23/2023 Call $120.00,BTO,5,$1.93 ,($965.00)
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $56.00,STC,1,$0.01 ,$0.98 
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $56.00,STC,1,$0.02 ,$1.98 
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $56.00,STC,2,$0.01 ,$1.98 
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $56.00,STC,1,$0.01 ,$0.98 
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $55.00,BTC,1,$0.34 ,($34.00)
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $55.00,BTC,1,$0.34 ,($34.00)
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $55.00,BTC,2,$0.34 ,($68.00)
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $56.00,STC,1,$0.01 ,$0.98 
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $55.00,BTC,1,$0.35 ,($35.00)
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $55.00,BTC,1,$0.34 ,($34.00)
6/16/23,6/16/23,6/20/23,COIN,COIN 6/23/2023 Call $50.00,STO,1,$5.02 ,$501.98 
6/16/23,6/16/23,6/20/23,COIN,COIN 6/23/2023 Call $50.00,STO,1,$5.02 ,$501.98 
6/16/23,6/16/23,6/20/23,COIN,COIN 6/30/2023 Call $56.00,BTO,1,$2.73 ,($273.00)
6/16/23,6/16/23,6/20/23,COIN,COIN 6/30/2023 Call $56.00,BTO,1,$2.73 ,($273.00)
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $56.00,BTO,2,$0.21 ,($42.00)
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $56.00,BTO,3,$0.21 ,($63.00)
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $55.00,STO,2,$0.46 ,$91.98 
6/16/23,6/16/23,6/20/23,COIN,COIN 6/16/2023 Call $55.00,STO,3,$0.46 ,$137.98 
6/16/23,6/16/23,6/20/23,TSLA,TSLA 6/16/2023 Call $265.00,STC,35,$1.80 ,"$6,299.85 "
6/16/23,6/16/23,6/20/23,TSLA,TSLA 6/16/2023 Call $265.00,BTO,35,$1.58 ,"($5,530.00)"
6/16/23,6/16/23,6/20/23,ADBE,ADBE 6/23/2023 Put $465.00,STC,6,$0.45 ,$269.98 
6/16/23,6/16/23,6/20/23,ADBE,ADBE 6/16/2023 Put $475.00,BTC,3,$0.04 ,($12.00)
6/16/23,6/16/23,6/20/23,ADBE,ADBE 6/16/2023 Put $475.00,BTC,3,$0.04 ,($12.00)
6/15/23,6/15/23,6/16/23,COIN,COIN 6/16/2023 Call $56.00,BTO,1,$0.37 ,($37.00)
6/15/23,6/15/23,6/16/23,COIN,COIN 6/16/2023 Call $55.00,STO,1,$0.65 ,$64.98 
6/14/23,6/14/23,6/15/23,ADBE,ADBE 6/23/2023 Put $465.00,BTO,1,$12.33 ,"($1,233.00)"
6/14/23,6/14/23,6/15/23,ADBE,ADBE 6/23/2023 Put $465.00,BTO,1,$12.35 ,"($1,235.00)"
6/14/23,6/14/23,6/15/23,ADBE,ADBE 6/23/2023 Put $465.00,BTO,2,$12.32 ,"($2,464.00)"
6/14/23,6/14/23,6/15/23,ADBE,ADBE 6/23/2023 Put $465.00,BTO,1,$12.33 ,"($1,233.00)"
6/14/23,6/14/23,6/15/23,ADBE,ADBE 6/23/2023 Put $465.00,BTO,1,$12.33 ,"($1,233.00)"
6/14/23,6/14/23,6/15/23,ADBE,ADBE 6/16/2023 Put $475.00,STO,2,$13.82 ,"$2,763.96 "
6/14/23,6/14/23,6/15/23,ADBE,ADBE 6/16/2023 Put $475.00,STO,1,$13.83 ,"$1,382.97 "
6/14/23,6/14/23,6/15/23,ADBE,ADBE 6/16/2023 Put $475.00,STO,1,$13.85 ,"$1,384.97 "
6/14/23,6/14/23,6/15/23,ADBE,ADBE 6/16/2023 Put $475.00,STO,1,$13.83 ,"$1,382.97 "
6/14/23,6/14/23,6/15/23,ADBE,ADBE 6/16/2023 Put $475.00,STO,1,$13.83 ,"$1,382.97 "
6/14/23,6/14/23,6/15/23,AMD,AMD 6/16/2023 Put $128.00,BTC,7,$3.24 ,"($2,268.00)"
6/14/23,6/14/23,6/15/23,AMD,AMD 6/16/2023 Put $128.00,BTC,6,$3.24 ,"($1,944.00)"
6/14/23,6/14/23,6/15/23,AMD,AMD 6/16/2023 Put $128.00,BTC,2,$3.24 ,($648.00)
6/14/23,6/14/23,6/15/23,AMD,AMD 6/23/2023 Put $124.00,STC,2,$2.58 ,$515.98 
6/14/23,6/14/23,6/15/23,AMD,AMD 6/23/2023 Put $124.00,STC,6,$2.58 ,"$1,547.97 "
6/14/23,6/14/23,6/15/23,AMD,AMD 6/23/2023 Put $124.00,STC,7,$2.58 ,"$1,805.96 "
6/13/23,6/13/23,6/14/23,AMD,AMD 6/16/2023 Put $128.00,STO,15,$3.27 ,"$4,904.92 "
6/13/23,6/13/23,6/14/23,AMD,AMD 6/23/2023 Put $124.00,BTO,15,$2.56 ,"($3,840.00)"
6/13/23,6/13/23,6/14/23,,ACH Deposit,ACH,,,"$8,000.00 "
6/7/23,6/7/23,6/8/23,NVDA,NVDA 6/9/2023 Put $387.50,STC,3,$11.77 ,"$3,530.96 "
6/7/23,6/7/23,6/8/23,NVDA,NVDA 6/9/2023 Put $390.00,BTC,3,$13.97 ,"($4,191.00)"
6/7/23,6/7/23,6/8/23,NVDA,NVDA 6/9/2023 Put $387.50,BTO,3,$3.05 ,($915.00)
6/7/23,6/7/23,6/8/23,NVDA,NVDA 6/9/2023 Put $390.00,STO,3,$4.05 ,"$1,214.98 "
6/7/23,6/7/23,6/8/23,TSLA,TSLA 6/9/2023 Call $222.50,STC,6,$8.23 ,"$4,937.95 "
6/7/23,6/7/23,6/8/23,TSLA,TSLA 6/9/2023 Call $220.00,BTC,6,$10.18 ,"($6,108.00)"
6/5/23,6/5/23,6/6/23,TSLA,TSLA 6/9/2023 Call $222.50,BTO,6,$4.58 ,"($2,748.00)"
6/5/23,6/5/23,6/6/23,TSLA,TSLA 6/9/2023 Call $220.00,STO,6,$5.58 ,"$3,347.96 "
6/2/23,6/2/23,6/5/23,NVDA,NVDA 6/2/2023 Put $395.00,STC,11,$2.05 ,"$2,254.95 "
6/2/23,6/2/23,6/5/23,NVDA,NVDA 6/2/2023 Put $400.00,BTC,11,$6.15 ,"($6,765.00)"
6/1/23,6/1/23,6/2/23,NVDA,NVDA 6/2/2023 Put $395.00,BTO,11,$3.23 ,"($3,553.00)"
6/1/23,6/1/23,6/2/23,NVDA,NVDA 6/2/2023 Put $400.00,STO,11,$5.63 ,"$6,192.92 "
6/1/23,6/1/23,6/2/23,,ACH Deposit,ACH,,,"$2,000.00 "
6/1/23,6/1/23,6/2/23,TSM,TSM 6/2/2023 Call $100.00,BTC,7,$0.80 ,($560.00)
6/1/23,6/1/23,6/2/23,TSM,TSM 6/2/2023 Call $101.00,STC,7,$0.42 ,$293.97 
6/1/23,6/1/23,6/2/23,TSLA,TSLA 6/2/2023 Call $205.00,STC,6,$4.35 ,"$2,609.96 "
6/1/23,6/1/23,6/2/23,TSLA,TSLA 6/2/2023 Call $202.50,BTC,6,$6.20 ,"($3,720.00)"
6/1/23,6/1/23,6/2/23,TSLA,TSLA 6/2/2023 Call $205.00,STC,1,$4.18 ,$417.98 
6/1/23,6/1/23,6/2/23,TSLA,TSLA 6/2/2023 Call $202.50,BTC,1,$5.98 ,($598.00)
6/1/23,6/1/23,6/2/23,TSM,TSM 6/2/2023 Call $100.00,STO,5,$0.71 ,$354.98 
6/1/23,6/1/23,6/2/23,TSM,TSM 6/2/2023 Call $100.00,STO,2,$0.71 ,$141.98 
6/1/23,6/1/23,6/2/23,TSM,TSM 6/2/2023 Call $101.00,BTO,5,$0.39 ,($195.00)
6/1/23,6/1/23,6/2/23,TSM,TSM 6/2/2023 Call $101.00,BTO,2,$0.39 ,($78.00)
6/1/23,6/1/23,6/2/23,TSLA,TSLA 6/2/2023 Put $200.00,STC,7,$0.52 ,$363.97 
6/1/23,6/1/23,6/2/23,TSLA,TSLA 6/2/2023 Put $200.00,BTO,4,$1.40 ,($560.00)
6/1/23,6/1/23,6/2/23,TSLA,TSLA 6/2/2023 Put $200.00,BTO,3,$1.40 ,($420.00)
6/1/23,6/1/23,6/2/23,,ACH Deposit,ACH,,,"$1,000.00 "
5/30/23,5/30/23,5/31/23,TSLA,TSLA 6/2/2023 Call $205.00,BTO,7,$4.91 ,"($3,437.00)"
5/30/23,5/30/23,5/31/23,TSLA,TSLA 6/2/2023 Call $202.50,STO,7,$5.96 ,"$4,171.94 "
5/30/23,5/30/23,5/30/23,,Gold Fee,GOLD,,,($5.00)
5/26/23,5/26/23,5/30/23,TSLA,TSLA 5/26/2023 Call $190.00,BTC,3,$1.33 ,($399.00)
5/26/23,5/26/23,5/30/23,TSLA,TSLA 5/26/2023 Call $192.50,STC,3,$0.53 ,$158.98 
5/25/23,5/25/23,5/26/23,TSLA,TSLA 5/26/2023 Call $190.00,STO,3,$0.45 ,$134.98 
5/25/23,5/25/23,5/26/23,TSLA,TSLA 5/26/2023 Call $192.50,BTO,1,$0.22 ,($22.00)
5/25/23,5/25/23,5/26/23,TSLA,TSLA 5/26/2023 Call $192.50,BTO,1,$0.22 ,($22.00)
5/25/23,5/25/23,5/26/23,TSLA,TSLA 5/26/2023 Call $192.50,BTO,1,$0.22 ,($22.00)
5/25/23,5/25/23,5/26/23,TSLA,TSLA 5/26/2023 Call $187.50,STC,8,$0.92 ,$735.97 
5/25/23,5/25/23,5/26/23,TSLA,TSLA 5/26/2023 Call $185.00,BTC,8,$1.82 ,"($1,456.00)"
5/25/23,5/25/23,5/26/23,TSLA,TSLA 5/26/2023 Call $187.50,BTO,8,$1.09 ,($872.00)
5/25/23,5/25/23,5/26/23,TSLA,TSLA 5/26/2023 Call $185.00,STO,8,$1.95 ,"$1,559.96 "
5/24/23,5/24/23,5/25/23,TSLA,TSLA 5/26/2023 Put $180.00,BTC,4,$3.04 ,"($1,216.00)"
5/24/23,5/24/23,5/25/23,TSLA,TSLA 5/26/2023 Put $175.00,STC,4,$1.24 ,$495.98 
5/24/23,5/24/23,5/25/23,TSLA,TSLA 5/26/2023 Put $180.00,STO,4,$3.50 ,"$1,399.97 "
5/24/23,5/24/23,5/25/23,TSLA,TSLA 5/26/2023 Put $175.00,BTO,4,$1.50 ,($600.00)
5/24/23,5/24/23,5/25/23,TSLA,TSLA 5/26/2023 Put $177.50,STC,6,$1.90 ,"$1,139.98 "
5/24/23,5/24/23,5/25/23,TSLA,TSLA 5/26/2023 Put $177.50,BTO,1,$1.50 ,($150.00)
5/24/23,5/24/23,5/25/23,TSLA,TSLA 5/26/2023 Put $177.50,BTO,2,$1.50 ,($300.00)
5/24/23,5/24/23,5/25/23,TSLA,TSLA 5/26/2023 Put $177.50,BTO,3,$1.50 ,($450.00)
5/24/23,5/24/23,5/24/23,,ACH Deposit,ACH,,,"$1,000.00 "
5/12/23,5/12/23,5/12/23,,Instant bank transfer - withdrawal fee,RTP,,,($0.29)
5/12/23,5/12/23,5/12/23,,Instant bank transfer - account ending in 0175,RTP,,,($18.84)
5/1/23,5/1/23,5/1/23,,Gold Fee,GOLD,,,($5.00)
4/28/23,4/28/23,5/1/23,AMZN,AMZN 4/28/2023 Put $110.00,OASGN,68,,
4/28/23,4/28/23,5/2/23,AMZN,"Amazon
CUSIP: 023135106
68 AMZN Options Assigned",Buy,6800,$110.00 ,"($748,000.00)"
4/28/23,4/28/23,5/1/23,AMZN,AMZN 4/28/2023 Put $109.00,OEXCS,68S,,
4/28/23,4/28/23,5/2/23,AMZN,"Amazon
CUSIP: 023135106
68 AMZN Options Exercised",Sell,6800,$109.00 ,"$741,193.08 "
4/28/23,4/28/23,5/1/23,AMZN,AMZN 4/28/2023 Put $109.00,STC,1,$3.04 ,$303.98 
4/28/23,4/28/23,5/1/23,AMZN,AMZN 4/28/2023 Put $110.00,BTC,1,$4.04 ,($404.00)
4/27/23,4/27/23,4/28/23,AMZN,AMZN 4/28/2023 Put $109.00,BTO,69,$3.47 ,"($23,943.00)"
4/27/23,4/27/23,4/28/23,AMZN,AMZN 4/28/2023 Put $110.00,STO,69,$3.97 ,"$27,392.61 "
4/27/23,4/27/23,4/28/23,MSFT,MSFT 4/28/2023 Call $292.50,STC,1,$10.63 ,"$1,062.98 "
4/27/23,4/27/23,4/28/23,MSFT,MSFT 4/28/2023 Call $292.50,STC,6,$10.63 ,"$6,377.93 "
4/27/23,4/27/23,4/28/23,MSFT,MSFT 4/28/2023 Call $292.50,STC,1,$10.63 ,"$1,062.98 "
4/27/23,4/27/23,4/28/23,MSFT,MSFT 4/28/2023 Call $290.00,BTC,1,$13.08 ,"($1,308.00)"
4/27/23,4/27/23,4/28/23,MSFT,MSFT 4/28/2023 Call $290.00,BTC,6,$13.10 ,"($7,860.00)"
4/27/23,4/27/23,4/28/23,MSFT,MSFT 4/28/2023 Call $290.00,BTC,1,$13.08 ,"($1,308.00)"
4/26/23,4/26/23,4/27/23,META,META 4/28/2023 Call $222.50,STC,2,$4.80 ,$959.98 
4/26/23,4/26/23,4/27/23,META,META 4/28/2023 Call $220.00,BTC,2,$5.65 ,"($1,130.00)"
4/26/23,4/26/23,4/27/23,TSM,TSM 4/28/2023 Call $86.00,STC,8,$0.05 ,$39.97 
4/26/23,4/26/23,4/27/23,TSM,TSM 4/28/2023 Call $85.00,BTC,8,$0.12 ,($96.00)
4/25/23,4/25/23,4/26/23,NVDA,NVDA 4/28/2023 Call $277.50,BTC,1,$0.59 ,($59.00)
4/25/23,4/25/23,4/26/23,NVDA,NVDA 4/28/2023 Call $280.00,STC,1,$0.37 ,$36.98 
4/24/23,4/24/23,4/25/23,TSM,TSM 4/28/2023 Call $86.00,BTO,3,$0.43 ,($129.00)
4/24/23,4/24/23,4/25/23,TSM,TSM 4/28/2023 Call $85.00,STO,3,$0.75 ,$224.98 
4/24/23,4/24/23,4/25/23,MSFT,MSFT 4/28/2023 Call $292.50,BTO,4,$2.01 ,($804.00)
4/24/23,4/24/23,4/25/23,MSFT,MSFT 4/28/2023 Call $290.00,STO,4,$2.64 ,"$1,055.98 "
4/24/23,4/24/23,4/25/23,MSFT,MSFT 4/28/2023 Call $292.50,BTO,4,$1.93 ,($772.00)
4/24/23,4/24/23,4/25/23,MSFT,MSFT 4/28/2023 Call $290.00,STO,4,$2.54 ,"$1,015.98 "
4/24/23,4/24/23,4/25/23,TSM,TSM 4/28/2023 Call $86.00,BTO,5,$0.42 ,($210.00)
4/24/23,4/24/23,4/25/23,TSM,TSM 4/28/2023 Call $85.00,STO,5,$0.72 ,$359.98 
4/24/23,4/24/23,4/25/23,META,META 4/28/2023 Call $222.50,BTO,2,$5.68 ,"($1,136.00)"
4/24/23,4/24/23,4/25/23,META,META 4/28/2023 Call $220.00,STO,2,$6.58 ,"$1,315.97 "
4/24/23,4/24/23,4/25/23,NVDA,NVDA 4/28/2023 Call $280.00,BTO,1,$1.13 ,($113.00)
4/24/23,4/24/23,4/25/23,NVDA,NVDA 4/28/2023 Call $277.50,STO,1,$1.65 ,$164.98 
4/20/23,4/20/23,4/20/23,,ACH Withdrawal,ACH,,,($500.00)
4/20/23,4/20/23,4/21/23,COIN,COIN 4/21/2023 Call $65.00,BTC,2,$0.66 ,($132.00)
4/20/23,4/20/23,4/21/23,COIN,COIN 4/21/2023 Call $65.00,BTC,1,$0.66 ,($66.00)
4/20/23,4/20/23,4/21/23,COIN,COIN 4/21/2023 Call $65.00,BTC,1,$0.66 ,($66.00)
4/20/23,4/20/23,4/21/23,COIN,COIN 4/21/2023 Call $66.00,STC,2,$0.41 ,$81.98 
4/20/23,4/20/23,4/21/23,COIN,COIN 4/21/2023 Call $66.00,STC,1,$0.41 ,$40.98 
4/20/23,4/20/23,4/21/23,COIN,COIN 4/21/2023 Call $66.00,STC,1,$0.41 ,$40.98 
4/20/23,4/20/23,4/21/23,TSLA,TSLA 4/21/2023 Put $162.50,STC,3,$2.19 ,$656.98 
4/20/23,4/20/23,4/21/23,TSLA,TSLA 4/21/2023 Put $165.00,BTC,3,$3.54 ,"($1,062.00)"
4/20/23,4/20/23,4/21/23,TSLA,TSLA 4/21/2023 Put $162.50,STC,7,$0.93 ,$650.97 
4/20/23,4/20/23,4/21/23,TSLA,TSLA 4/21/2023 Put $165.00,BTC,7,$1.61 ,"($1,127.00)"
4/20/23,4/20/23,4/21/23,TSLA,TSLA 4/21/2023 Put $162.50,BTO,10,$1.03 ,"($1,030.00)"
4/20/23,4/20/23,4/21/23,TSLA,TSLA 4/21/2023 Put $165.00,STO,10,$1.73 ,"$1,729.96 "
4/20/23,4/20/23,4/21/23,TSM,TSM 4/21/2023 Call $91.00,STC,5,$0.92 ,$459.98 
4/20/23,4/20/23,4/21/23,TSM,TSM 4/21/2023 Call $90.00,BTC,5,$1.57 ,($785.00)
4/20/23,4/20/23,4/21/23,TSLA,TSLA 4/21/2023 Call $190.00,BTC,3,$0.10 ,($30.00)
4/20/23,4/20/23,4/21/23,TSLA,TSLA 4/21/2023 Call $191.67,STC,3,$0.08 ,$23.98 
4/20/23,4/20/23,4/21/23,TSLA,TSLA 4/21/2023 Call $190.00,BTC,1,$0.10 ,($10.00)
4/20/23,4/20/23,4/21/23,TSLA,TSLA 4/21/2023 Call $191.67,STC,1,$0.08 ,$7.98 
4/19/23,4/19/23,4/20/23,COIN,COIN 4/21/2023 Call $65.00,STO,2,$1.42 ,$283.98 
4/19/23,4/19/23,4/20/23,COIN,COIN 4/21/2023 Call $66.00,BTO,2,$1.04 ,($208.00)
4/19/23,4/19/23,4/20/23,TSLA,TSLA 4/21/2023 Call $190.00,STO,1,$3.42 ,$341.98 
4/19/23,4/19/23,4/20/23,TSLA,TSLA 4/21/2023 Call $190.00,STO,1,$3.42 ,$341.98 
4/19/23,4/19/23,4/20/23,TSLA,TSLA 4/21/2023 Call $191.67,BTO,1,$2.95 ,($295.00)
4/19/23,4/19/23,4/20/23,TSLA,TSLA 4/21/2023 Call $191.67,BTO,1,$2.95 ,($295.00)
4/19/23,4/19/23,4/20/23,TSM,TSM 4/21/2023 Call $91.00,BTO,2,$0.49 ,($98.00)
4/19/23,4/19/23,4/20/23,TSM,TSM 4/21/2023 Call $91.00,BTO,3,$0.49 ,($147.00)
4/19/23,4/19/23,4/20/23,TSM,TSM 4/21/2023 Call $90.00,STO,3,$0.69 ,$206.98 
4/19/23,4/19/23,4/20/23,TSM,TSM 4/21/2023 Call $90.00,STO,2,$0.69 ,$137.98 
4/19/23,4/19/23,4/20/23,TSM,TSM 4/21/2023 Call $92.00,STC,21,$0.32 ,$671.94 
4/19/23,4/19/23,4/20/23,TSM,TSM 4/21/2023 Call $92.00,STC,4,$0.32 ,$127.98 
4/19/23,4/19/23,4/20/23,TSM,TSM 4/21/2023 Call $90.00,BTC,4,$0.70 ,($280.00)
4/19/23,4/19/23,4/20/23,TSM,TSM 4/21/2023 Call $90.00,BTC,21,$0.70 ,"($1,470.00)"
4/19/23,4/19/23,4/20/23,TSM,TSM 4/21/2023 Call $92.00,BTO,15,$0.34 ,($510.00)
4/19/23,4/19/23,4/20/23,TSM,TSM 4/21/2023 Call $90.00,STO,15,$0.67 ,"$1,004.95 "
4/19/23,4/19/23,4/20/23,COIN,COIN 4/21/2023 Call $65.00,STO,2,$1.77 ,$353.98 
4/19/23,4/19/23,4/20/23,COIN,COIN 4/21/2023 Call $66.00,BTO,2,$1.37 ,($274.00)
4/19/23,4/19/23,4/20/23,TSLA,TSLA 4/21/2023 Call $190.00,STO,1,$3.02 ,$301.98 
4/19/23,4/19/23,4/20/23,TSLA,TSLA 4/21/2023 Call $190.00,STO,1,$3.02 ,$301.98 
4/19/23,4/19/23,4/20/23,TSLA,TSLA 4/21/2023 Call $191.67,BTO,1,$2.62 ,($262.00)
